time,mass_concentration_of_chlorophyll_in_sea_water_ctd,mass_concentration_of_chlorophyll_in_sea_water_ctd_qc_agg,z
UTC,microg.L-1,,m
2021-12-18T23:14:12Z,NaN,2,0
2021-12-18T23:18:09Z,0.58,1,0
2021-12-18T23:18:12Z,NaN,2,0
2021-12-18T23:22:09Z,0.59,1,0
2021-12-18T23:22:12Z,NaN,2,0
2021-12-18T23:26:09Z,0.61,1,0
2021-12-18T23:26:12Z,NaN,2,0
2021-12-18T23:30:09Z,0.62,1,0
2021-12-18T23:30:12Z,NaN,2,0
2021-12-18T23:34:09Z,0.6,1,0
2021-12-18T23:34:12Z,NaN,2,0
2021-12-18T23:38:09Z,0.76,1,0
2021-12-18T23:38:12Z,NaN,2,0
2021-12-18T23:42:09Z,0.8,1,0
2021-12-18T23:42:12Z,NaN,2,0
2021-12-18T23:46:09Z,0.78,1,0
2021-12-18T23:46:12Z,NaN,2,0
2021-12-18T23:50:09Z,0.64,1,0
2021-12-18T23:50:12Z,NaN,2,0
2021-12-18T23:54:09Z,0.57,1,0
2021-12-18T23:54:12Z,NaN,2,0
2021-12-18T23:58:09Z,0.64,1,0
2021-12-18T23:58:12Z,NaN,2,0
2021-12-19T00:02:09Z,0.6,1,0
2021-12-19T00:02:12Z,NaN,2,0
2021-12-19T00:06:09Z,0.57,1,0
2021-12-19T00:06:12Z,NaN,2,0
2021-12-19T00:10:09Z,0.59,1,0
2021-12-19T00:10:12Z,NaN,2,0
2021-12-19T00:14:09Z,0.55,1,0
2021-12-19T00:14:12Z,NaN,2,0
2021-12-19T00:18:09Z,0.58,1,0
2021-12-19T00:18:12Z,NaN,2,0
2021-12-19T00:22:09Z,0.63,1,0
2021-12-19T00:22:12Z,NaN,2,0
2021-12-19T00:26:09Z,0.61,1,0
2021-12-19T00:26:12Z,NaN,2,0
2021-12-19T00:30:09Z,0.62,1,0
2021-12-19T00:30:12Z,NaN,2,0
2021-12-19T00:34:09Z,0.62,1,0
2021-12-19T00:34:12Z,NaN,2,0
2021-12-19T00:38:09Z,0.52,1,0
2021-12-19T00:38:12Z,NaN,2,0
2021-12-19T00:42:09Z,0.55,1,0
2021-12-19T00:42:12Z,NaN,2,0
2021-12-19T00:46:09Z,0.57,1,0
2021-12-19T00:46:12Z,NaN,2,0
2021-12-19T00:50:09Z,0.55,1,0
2021-12-19T00:50:12Z,NaN,2,0
2021-12-19T00:54:09Z,0.48,1,0
2021-12-19T00:54:12Z,NaN,2,0
2021-12-19T00:58:09Z,0.43,1,0
2021-12-19T00:58:12Z,NaN,2,0
2021-12-19T01:02:09Z,0.4,1,0
2021-12-19T01:02:12Z,NaN,2,0
2021-12-19T01:06:09Z,0.42,1,0
2021-12-19T01:06:12Z,NaN,2,0
2021-12-19T01:10:09Z,0.4,1,0
2021-12-19T01:10:12Z,NaN,2,0
2021-12-19T01:14:09Z,0.4,1,0
2021-12-19T01:14:12Z,NaN,2,0
2021-12-19T01:18:09Z,0.41,1,0
2021-12-19T01:18:12Z,NaN,2,0
2021-12-19T01:22:09Z,0.41,1,0
2021-12-19T01:22:12Z,NaN,2,0
2021-12-19T01:26:09Z,0.4,1,0
2021-12-19T01:26:12Z,NaN,2,0
2021-12-19T01:30:09Z,0.39,1,0
2021-12-19T01:30:12Z,NaN,2,0
2021-12-19T01:34:09Z,0.42,1,0
2021-12-19T01:34:12Z,NaN,2,0
2021-12-19T01:38:09Z,0.41,1,0
2021-12-19T01:38:12Z,NaN,2,0
2021-12-19T01:42:09Z,0.39,1,0
2021-12-19T01:42:12Z,NaN,2,0
2021-12-19T01:46:09Z,0.39,1,0
2021-12-19T01:46:12Z,NaN,2,0
2021-12-19T01:50:09Z,0.42,1,0
2021-12-19T01:50:12Z,NaN,2,0
2021-12-19T01:54:09Z,0.44,1,0
2021-12-19T01:54:12Z,NaN,2,0
2021-12-19T01:58:09Z,0.5,1,0
2021-12-19T01:58:12Z,NaN,2,0
2021-12-19T02:02:09Z,0.48,1,0
2021-12-19T02:02:12Z,NaN,2,0
2021-12-19T02:06:09Z,0.48,1,0
2021-12-19T02:06:12Z,NaN,2,0
2021-12-19T02:10:09Z,0.46,1,0
2021-12-19T02:10:12Z,NaN,2,0
2021-12-19T02:14:09Z,0.48,1,0
2021-12-19T02:14:12Z,NaN,2,0
2021-12-19T02:18:09Z,0.52,1,0
2021-12-19T02:18:12Z,NaN,2,0
2021-12-19T02:22:09Z,0.52,1,0
2021-12-19T02:22:12Z,NaN,2,0
2021-12-19T02:26:09Z,0.52,1,0
2021-12-19T02:26:12Z,NaN,2,0
2021-12-19T02:30:09Z,0.53,1,0
2021-12-19T02:30:12Z,NaN,2,0
2021-12-19T02:34:09Z,0.54,1,0
2021-12-19T02:34:12Z,NaN,2,0
2021-12-19T02:38:09Z,0.64,1,0
2021-12-19T02:38:12Z,NaN,2,0
2021-12-19T02:42:09Z,0.7,1,0
2021-12-19T02:42:12Z,NaN,2,0
2021-12-19T02:46:09Z,0.64,1,0
2021-12-19T02:46:12Z,NaN,2,0
2021-12-19T02:50:09Z,0.7,1,0
2021-12-19T02:50:12Z,NaN,2,0
2021-12-19T02:54:09Z,0.65,1,0
2021-12-19T02:54:12Z,NaN,2,0
2021-12-19T02:58:09Z,0.75,1,0
2021-12-19T02:58:12Z,NaN,2,0
2021-12-19T03:02:09Z,0.66,1,0
2021-12-19T03:02:12Z,NaN,2,0
2021-12-19T03:06:09Z,0.56,1,0
2021-12-19T03:06:12Z,NaN,2,0
2021-12-19T03:10:09Z,0.58,1,0
2021-12-19T03:10:12Z,NaN,2,0
2021-12-19T03:14:09Z,0.67,1,0
2021-12-19T03:14:12Z,NaN,2,0
2021-12-19T03:18:09Z,0.65,1,0
2021-12-19T03:18:12Z,NaN,2,0
2021-12-19T03:22:09Z,0.67,1,0
2021-12-19T03:22:12Z,NaN,2,0
2021-12-19T03:26:09Z,0.6,1,0
2021-12-19T03:26:12Z,NaN,2,0
2021-12-19T03:30:09Z,0.59,1,0
2021-12-19T03:30:12Z,NaN,2,0
2021-12-19T03:34:09Z,0.56,1,0
2021-12-19T03:34:12Z,NaN,2,0
2021-12-19T03:38:09Z,0.57,1,0
2021-12-19T03:38:12Z,NaN,2,0
2021-12-19T03:42:09Z,0.62,1,0
2021-12-19T03:42:12Z,NaN,2,0
2021-12-19T03:46:09Z,0.65,1,0
2021-12-19T03:46:12Z,NaN,2,0
2021-12-19T03:50:09Z,0.67,1,0
2021-12-19T03:50:12Z,NaN,2,0
2021-12-19T03:54:09Z,0.65,1,0
2021-12-19T03:54:12Z,NaN,2,0
2021-12-19T03:58:09Z,0.7,1,0
2021-12-19T03:58:12Z,NaN,2,0
2021-12-19T04:02:09Z,0.7,1,0
2021-12-19T04:02:12Z,NaN,2,0
2021-12-19T04:06:09Z,0.68,1,0
2021-12-19T04:06:12Z,NaN,2,0
2021-12-19T04:10:09Z,0.69,1,0
2021-12-19T04:10:12Z,NaN,2,0
2021-12-19T04:14:09Z,0.66,1,0
2021-12-19T04:14:12Z,NaN,2,0
2021-12-19T04:18:09Z,0.69,1,0
2021-12-19T04:18:12Z,NaN,2,0
2021-12-19T04:22:09Z,0.67,1,0
2021-12-19T04:22:12Z,NaN,2,0
2021-12-19T04:26:09Z,0.7,1,0
2021-12-19T04:26:12Z,NaN,2,0
2021-12-19T04:30:09Z,0.75,1,0
2021-12-19T04:30:12Z,NaN,2,0
2021-12-19T04:34:09Z,0.75,1,0
2021-12-19T04:34:12Z,NaN,2,0
2021-12-19T04:38:09Z,0.76,1,0
2021-12-19T04:38:12Z,NaN,2,0
2021-12-19T04:42:09Z,0.75,1,0
2021-12-19T04:42:12Z,NaN,2,0
2021-12-19T04:46:09Z,0.77,1,0
2021-12-19T04:46:12Z,NaN,2,0
2021-12-19T04:50:09Z,0.89,1,0
2021-12-19T04:50:12Z,NaN,2,0
2021-12-19T04:54:09Z,0.91,1,0
2021-12-19T04:54:12Z,NaN,2,0
2021-12-19T04:58:09Z,0.96,1,0
2021-12-19T04:58:12Z,NaN,2,0
2021-12-19T05:02:09Z,0.9,1,0
2021-12-19T05:02:12Z,NaN,2,0
2021-12-19T05:06:09Z,0.91,1,0
2021-12-19T05:06:12Z,NaN,2,0
2021-12-19T05:10:09Z,0.89,1,0
2021-12-19T05:10:12Z,NaN,2,0
2021-12-19T05:14:09Z,0.84,1,0
2021-12-19T05:14:12Z,NaN,2,0
2021-12-19T05:18:09Z,0.92,1,0
2021-12-19T05:18:12Z,NaN,2,0
2021-12-19T05:22:09Z,0.88,1,0
2021-12-19T05:22:12Z,NaN,2,0
2021-12-19T05:26:09Z,0.87,1,0
2021-12-19T05:26:12Z,NaN,2,0
2021-12-19T05:30:09Z,0.88,1,0
2021-12-19T05:30:12Z,NaN,2,0
2021-12-19T05:34:09Z,0.85,1,0
2021-12-19T05:34:12Z,NaN,2,0
2021-12-19T05:38:09Z,0.81,1,0
2021-12-19T05:38:12Z,NaN,2,0
2021-12-19T05:42:09Z,0.9,1,0
2021-12-19T05:42:12Z,NaN,2,0
2021-12-19T05:46:09Z,0.93,1,0
2021-12-19T05:46:12Z,NaN,2,0
2021-12-19T05:50:09Z,0.92,1,0
2021-12-19T05:50:12Z,NaN,2,0
2021-12-19T05:54:09Z,0.82,1,0
2021-12-19T05:54:12Z,NaN,2,0
2021-12-19T05:58:09Z,0.86,1,0
2021-12-19T05:58:12Z,NaN,2,0
2021-12-19T06:02:09Z,0.81,1,0
2021-12-19T06:02:12Z,NaN,2,0
2021-12-19T06:06:09Z,0.78,1,0
2021-12-19T06:06:12Z,NaN,2,0
2021-12-19T06:10:09Z,0.82,1,0
2021-12-19T06:10:12Z,NaN,2,0
2021-12-19T06:14:09Z,0.71,1,0
2021-12-19T06:14:12Z,NaN,2,0
2021-12-19T06:18:09Z,0.74,1,0
2021-12-19T06:18:12Z,NaN,2,0
2021-12-19T06:22:09Z,0.74,1,0
2021-12-19T06:22:12Z,NaN,2,0
2021-12-19T06:26:09Z,0.8,1,0
2021-12-19T06:26:12Z,NaN,2,0
2021-12-19T06:30:09Z,0.75,1,0
2021-12-19T06:30:12Z,NaN,2,0
2021-12-19T06:34:09Z,0.77,1,0
2021-12-19T06:34:12Z,NaN,2,0
2021-12-19T06:38:09Z,0.84,1,0
2021-12-19T06:38:12Z,NaN,2,0
2021-12-19T06:42:09Z,0.88,1,0
2021-12-19T06:42:12Z,NaN,2,0
2021-12-19T06:46:09Z,0.91,1,0
2021-12-19T06:46:12Z,NaN,2,0
2021-12-19T06:50:09Z,0.9,1,0
2021-12-19T06:50:12Z,NaN,2,0
2021-12-19T06:54:09Z,0.86,1,0
2021-12-19T06:54:12Z,NaN,2,0
2021-12-19T06:58:09Z,0.82,1,0
2021-12-19T06:58:12Z,NaN,2,0
2021-12-19T07:02:09Z,0.77,1,0
2021-12-19T07:02:12Z,NaN,2,0
2021-12-19T07:06:09Z,0.78,1,0
2021-12-19T07:06:12Z,NaN,2,0
2021-12-19T07:10:09Z,0.72,1,0
2021-12-19T07:10:12Z,NaN,2,0
2021-12-19T07:14:09Z,0.63,1,0
2021-12-19T07:14:12Z,NaN,2,0
2021-12-19T07:18:09Z,0.84,1,0
2021-12-19T07:18:12Z,NaN,2,0
2021-12-19T07:22:09Z,0.83,1,0
2021-12-19T07:22:12Z,NaN,2,0
2021-12-19T07:26:09Z,0.9,1,0
2021-12-19T07:26:12Z,NaN,2,0
2021-12-19T07:30:09Z,0.91,1,0
2021-12-19T07:30:12Z,NaN,2,0
2021-12-19T07:34:09Z,0.95,1,0
2021-12-19T07:34:12Z,NaN,2,0
2021-12-19T07:38:09Z,0.91,1,0
2021-12-19T07:38:12Z,NaN,2,0
2021-12-19T07:42:09Z,0.87,1,0
2021-12-19T07:42:12Z,NaN,2,0
2021-12-19T07:46:09Z,0.88,1,0
2021-12-19T07:46:12Z,NaN,2,0
2021-12-19T07:50:09Z,0.89,1,0
2021-12-19T07:50:12Z,NaN,2,0
2021-12-19T07:54:09Z,0.86,1,0
2021-12-19T07:54:12Z,NaN,2,0
2021-12-19T07:58:09Z,0.89,1,0
2021-12-19T07:58:12Z,NaN,2,0
2021-12-19T08:02:09Z,0.86,1,0
2021-12-19T08:02:12Z,NaN,2,0
2021-12-19T08:06:09Z,0.9,1,0
2021-12-19T08:06:12Z,NaN,2,0
2021-12-19T08:10:09Z,0.97,1,0
2021-12-19T08:10:12Z,NaN,2,0
2021-12-19T08:14:09Z,0.9,1,0
2021-12-19T08:14:12Z,NaN,2,0
2021-12-19T08:18:09Z,0.86,1,0
2021-12-19T08:18:12Z,NaN,2,0
2021-12-19T08:22:09Z,0.87,1,0
2021-12-19T08:22:12Z,NaN,2,0
2021-12-19T08:26:09Z,0.86,1,0
2021-12-19T08:26:12Z,NaN,2,0
2021-12-19T08:30:09Z,0.77,1,0
2021-12-19T08:30:12Z,NaN,2,0
2021-12-19T08:34:09Z,0.82,1,0
2021-12-19T08:34:12Z,NaN,2,0
2021-12-19T08:38:09Z,0.8,1,0
2021-12-19T08:38:12Z,NaN,2,0
2021-12-19T08:42:09Z,0.82,1,0
2021-12-19T08:42:12Z,NaN,2,0
2021-12-19T08:46:09Z,0.79,1,0
2021-12-19T08:46:12Z,NaN,2,0
2021-12-19T08:50:09Z,0.77,1,0
2021-12-19T08:50:12Z,NaN,2,0
2021-12-19T08:54:09Z,0.84,1,0
2021-12-19T08:54:12Z,NaN,2,0
2021-12-19T08:58:09Z,0.82,1,0
2021-12-19T08:58:12Z,NaN,2,0
2021-12-19T09:02:09Z,0.93,1,0
2021-12-19T09:02:12Z,NaN,2,0
2021-12-19T09:06:09Z,0.95,1,0
2021-12-19T09:06:12Z,NaN,2,0
2021-12-19T09:10:09Z,1.01,1,0
2021-12-19T09:10:12Z,NaN,2,0
2021-12-19T09:14:09Z,1.02,1,0
2021-12-19T09:14:12Z,NaN,2,0
2021-12-19T09:18:09Z,1.08,1,0
2021-12-19T09:18:12Z,NaN,2,0
2021-12-19T09:22:09Z,1.21,1,0
2021-12-19T09:22:12Z,NaN,2,0
2021-12-19T09:26:09Z,1.22,1,0
2021-12-19T09:26:12Z,NaN,2,0
2021-12-19T09:30:09Z,1.31,1,0
2021-12-19T09:30:12Z,NaN,2,0
2021-12-19T09:34:09Z,1.31,1,0
2021-12-19T09:34:12Z,NaN,2,0
2021-12-19T09:38:09Z,1.21,1,0
2021-12-19T09:38:12Z,NaN,2,0
2021-12-19T09:42:09Z,1.19,1,0
2021-12-19T09:42:12Z,NaN,2,0
2021-12-19T09:46:09Z,1.16,1,0
2021-12-19T09:46:12Z,NaN,2,0
2021-12-19T09:50:09Z,1.13,1,0
2021-12-19T09:50:12Z,NaN,2,0
2021-12-19T09:54:09Z,1.14,1,0
2021-12-19T09:54:12Z,NaN,2,0
2021-12-19T09:58:09Z,1.05,1,0
2021-12-19T09:58:12Z,NaN,2,0
2021-12-19T10:02:09Z,1.15,1,0
2021-12-19T10:02:12Z,NaN,2,0
2021-12-19T10:06:09Z,1.16,1,0
2021-12-19T10:06:12Z,NaN,2,0
2021-12-19T10:10:09Z,1.17,1,0
2021-12-19T10:10:12Z,NaN,2,0
2021-12-19T10:14:09Z,1.13,1,0
2021-12-19T10:14:12Z,NaN,2,0
2021-12-19T10:18:09Z,1.13,1,0
2021-12-19T10:18:12Z,NaN,2,0
2021-12-19T10:22:09Z,1.06,1,0
2021-12-19T10:22:12Z,NaN,2,0
2021-12-19T10:26:09Z,1.03,1,0
2021-12-19T10:26:12Z,NaN,2,0
2021-12-19T10:30:09Z,1.04,1,0
2021-12-19T10:30:12Z,NaN,2,0
2021-12-19T10:34:09Z,1.03,1,0
2021-12-19T10:34:12Z,NaN,2,0
2021-12-19T10:38:09Z,0.97,1,0
2021-12-19T10:38:12Z,NaN,2,0
2021-12-19T10:42:09Z,0.96,1,0
2021-12-19T10:42:12Z,NaN,2,0
2021-12-19T10:46:09Z,0.9,1,0
2021-12-19T10:46:12Z,NaN,2,0
2021-12-19T10:50:09Z,0.97,1,0
2021-12-19T10:50:12Z,NaN,2,0
2021-12-19T10:54:09Z,0.95,1,0
2021-12-19T10:54:12Z,NaN,2,0
2021-12-19T10:58:09Z,0.97,1,0
2021-12-19T10:58:12Z,NaN,2,0
2021-12-19T11:02:09Z,0.9,1,0
2021-12-19T11:02:12Z,NaN,2,0
2021-12-19T11:06:09Z,0.89,1,0
2021-12-19T11:06:12Z,NaN,2,0
2021-12-19T11:10:09Z,0.9,1,0
2021-12-19T11:10:12Z,NaN,2,0
2021-12-19T11:14:09Z,0.89,1,0
2021-12-19T11:14:12Z,NaN,2,0
2021-12-19T11:18:09Z,0.82,1,0
2021-12-19T11:18:12Z,NaN,2,0
2021-12-19T11:22:09Z,0.81,1,0
2021-12-19T11:22:12Z,NaN,2,0
2021-12-19T11:26:09Z,0.87,1,0
2021-12-19T11:26:12Z,NaN,2,0
2021-12-19T11:30:09Z,0.9,1,0
2021-12-19T11:30:12Z,NaN,2,0
2021-12-19T11:34:09Z,0.94,1,0
2021-12-19T11:34:12Z,NaN,2,0
2021-12-19T11:38:09Z,0.92,1,0
2021-12-19T11:38:12Z,NaN,2,0
2021-12-19T11:42:09Z,0.85,1,0
2021-12-19T11:42:12Z,NaN,2,0
2021-12-19T11:46:09Z,0.76,1,0
2021-12-19T11:46:12Z,NaN,2,0
2021-12-19T11:50:09Z,0.79,1,0
2021-12-19T11:50:12Z,NaN,2,0
2021-12-19T11:54:09Z,0.88,1,0
2021-12-19T11:54:12Z,NaN,2,0
2021-12-19T11:58:09Z,0.84,1,0
2021-12-19T11:58:12Z,NaN,2,0
2021-12-19T12:02:09Z,0.81,1,0
2021-12-19T12:02:12Z,NaN,2,0
2021-12-19T12:06:09Z,0.91,1,0
2021-12-19T12:06:12Z,NaN,2,0
2021-12-19T12:10:09Z,0.86,1,0
2021-12-19T12:10:12Z,NaN,2,0
2021-12-19T12:14:09Z,0.81,1,0
2021-12-19T12:14:12Z,NaN,2,0
2021-12-19T12:18:09Z,0.79,1,0
2021-12-19T12:18:12Z,NaN,2,0
2021-12-19T12:22:09Z,0.81,1,0
2021-12-19T12:22:12Z,NaN,2,0
2021-12-19T12:26:09Z,0.85,1,0
2021-12-19T12:26:12Z,NaN,2,0
2021-12-19T12:30:09Z,0.88,1,0
2021-12-19T12:30:12Z,NaN,2,0
2021-12-19T12:34:09Z,0.84,1,0
2021-12-19T12:34:12Z,NaN,2,0
2021-12-19T12:38:09Z,0.85,1,0
2021-12-19T12:38:12Z,NaN,2,0
2021-12-19T12:42:09Z,0.84,1,0
2021-12-19T12:42:12Z,NaN,2,0
2021-12-19T12:46:09Z,0.88,1,0
2021-12-19T12:46:12Z,NaN,2,0
2021-12-19T12:50:09Z,0.93,1,0
2021-12-19T12:50:12Z,NaN,2,0
2021-12-19T12:54:09Z,0.84,1,0
2021-12-19T12:54:12Z,NaN,2,0
2021-12-19T12:58:09Z,0.71,1,0
2021-12-19T12:58:12Z,NaN,2,0
2021-12-19T13:02:09Z,0.75,1,0
2021-12-19T13:02:12Z,NaN,2,0
2021-12-19T13:06:09Z,0.75,1,0
2021-12-19T13:06:12Z,NaN,2,0
2021-12-19T13:10:09Z,0.83,1,0
2021-12-19T13:10:12Z,NaN,2,0
2021-12-19T13:14:09Z,0.8,1,0
2021-12-19T13:14:12Z,NaN,2,0
2021-12-19T13:18:09Z,0.78,1,0
2021-12-19T13:18:12Z,NaN,2,0
2021-12-19T13:22:09Z,0.84,1,0
2021-12-19T13:22:12Z,NaN,2,0
2021-12-19T13:26:09Z,0.78,1,0
2021-12-19T13:26:12Z,NaN,2,0
2021-12-19T13:30:09Z,0.76,1,0
2021-12-19T13:30:12Z,NaN,2,0
2021-12-19T13:34:09Z,0.77,1,0
2021-12-19T13:34:12Z,NaN,2,0
2021-12-19T13:38:09Z,0.77,1,0
2021-12-19T13:38:12Z,NaN,2,0
2021-12-19T13:42:09Z,0.79,1,0
2021-12-19T13:42:12Z,NaN,2,0
2021-12-19T13:46:09Z,0.79,1,0
2021-12-19T13:46:12Z,NaN,2,0
2021-12-19T13:50:09Z,0.8,1,0
2021-12-19T13:50:12Z,NaN,2,0
2021-12-19T13:54:09Z,0.67,1,0
2021-12-19T13:54:12Z,NaN,2,0
2021-12-19T13:58:09Z,0.72,1,0
2021-12-19T13:58:12Z,NaN,2,0
2021-12-19T14:02:09Z,0.77,1,0
2021-12-19T14:02:12Z,NaN,2,0
2021-12-19T14:06:09Z,0.74,1,0
2021-12-19T14:06:12Z,NaN,2,0
2021-12-19T14:10:09Z,0.71,1,0
2021-12-19T14:10:12Z,NaN,2,0
2021-12-19T14:14:09Z,0.67,1,0
2021-12-19T14:14:12Z,NaN,2,0
2021-12-19T14:18:09Z,0.72,1,0
2021-12-19T14:18:12Z,NaN,2,0
2021-12-19T14:22:09Z,0.77,1,0
2021-12-19T14:22:12Z,NaN,2,0
2021-12-19T14:26:09Z,0.76,1,0
2021-12-19T14:26:12Z,NaN,2,0
2021-12-19T14:30:09Z,0.64,1,0
2021-12-19T14:30:12Z,NaN,2,0
2021-12-19T14:34:09Z,0.65,1,0
2021-12-19T14:34:12Z,NaN,2,0
2021-12-19T14:38:09Z,0.65,1,0
2021-12-19T14:38:12Z,NaN,2,0
2021-12-19T14:42:09Z,0.58,1,0
2021-12-19T14:42:12Z,NaN,2,0
2021-12-19T14:46:09Z,0.63,1,0
2021-12-19T14:46:12Z,NaN,2,0
2021-12-19T14:50:09Z,0.61,1,0
2021-12-19T14:50:12Z,NaN,2,0
2021-12-19T14:54:09Z,0.63,1,0
2021-12-19T14:54:12Z,NaN,2,0
2021-12-19T14:58:09Z,0.7,1,0
2021-12-19T14:58:12Z,NaN,2,0
2021-12-19T15:02:09Z,0.69,1,0
2021-12-19T15:02:12Z,NaN,2,0
2021-12-19T15:06:09Z,0.65,1,0
2021-12-19T15:06:12Z,NaN,2,0
2021-12-19T15:10:09Z,0.69,1,0
2021-12-19T15:10:12Z,NaN,2,0
2021-12-19T15:14:09Z,0.68,1,0
2021-12-19T15:14:12Z,NaN,2,0
2021-12-19T15:18:09Z,0.68,1,0
2021-12-19T15:18:12Z,NaN,2,0
2021-12-19T15:22:09Z,0.7,1,0
2021-12-19T15:22:12Z,NaN,2,0
2021-12-19T15:26:09Z,0.79,1,0
2021-12-19T15:26:12Z,NaN,2,0
2021-12-19T15:30:09Z,0.79,1,0
2021-12-19T15:30:12Z,NaN,2,0
2021-12-19T15:34:09Z,0.85,1,0
2021-12-19T15:34:12Z,NaN,2,0
2021-12-19T15:38:09Z,0.91,1,0
2021-12-19T15:38:12Z,NaN,2,0
2021-12-19T15:42:09Z,1.17,1,0
2021-12-19T15:42:12Z,NaN,2,0
2021-12-19T15:46:09Z,1.1,1,0
2021-12-19T15:46:12Z,NaN,2,0
2021-12-19T15:50:09Z,1.17,1,0
2021-12-19T15:50:12Z,NaN,2,0
2021-12-19T15:54:09Z,1.27,1,0
2021-12-19T15:54:12Z,NaN,2,0
2021-12-19T15:58:09Z,1.28,1,0
2021-12-19T15:58:12Z,NaN,2,0
2021-12-19T16:02:09Z,1.23,1,0
2021-12-19T16:02:12Z,NaN,2,0
2021-12-19T16:06:09Z,1.28,1,0
2021-12-19T16:06:12Z,NaN,2,0
2021-12-19T16:10:09Z,1.34,1,0
2021-12-19T16:10:12Z,NaN,2,0
2021-12-19T16:14:09Z,1.24,1,0
2021-12-19T16:14:12Z,NaN,2,0
2021-12-19T16:18:09Z,1.33,1,0
2021-12-19T16:18:12Z,NaN,2,0
2021-12-19T16:22:09Z,1.43,1,0
2021-12-19T16:22:12Z,NaN,2,0
2021-12-19T16:26:09Z,1.48,1,0
2021-12-19T16:26:12Z,NaN,2,0
2021-12-19T16:30:09Z,1.36,1,0
2021-12-19T16:30:12Z,NaN,2,0
2021-12-19T16:34:09Z,1.45,1,0
2021-12-19T16:34:12Z,NaN,2,0
2021-12-19T16:38:09Z,1.38,1,0
2021-12-19T16:38:12Z,NaN,2,0
2021-12-19T16:42:09Z,1.46,1,0
2021-12-19T16:42:12Z,NaN,2,0
2021-12-19T16:46:09Z,1.43,1,0
2021-12-19T16:46:12Z,NaN,2,0
2021-12-19T16:50:09Z,1.39,1,0
2021-12-19T16:50:12Z,NaN,2,0
2021-12-19T16:54:09Z,1.29,1,0
2021-12-19T16:54:12Z,NaN,2,0
2021-12-19T16:58:09Z,1.37,1,0
2021-12-19T16:58:12Z,NaN,2,0
2021-12-19T17:02:09Z,1.38,1,0
2021-12-19T17:02:12Z,NaN,2,0
2021-12-19T17:06:09Z,1.31,1,0
2021-12-19T17:06:12Z,NaN,2,0
2021-12-19T17:10:09Z,1.35,1,0
2021-12-19T17:10:12Z,NaN,2,0
2021-12-19T17:14:09Z,1.31,1,0
2021-12-19T17:14:12Z,NaN,2,0
2021-12-19T17:18:09Z,1.39,1,0
2021-12-19T17:18:12Z,NaN,2,0
2021-12-19T17:22:09Z,1.4,1,0
2021-12-19T17:22:12Z,NaN,2,0
2021-12-19T17:26:09Z,1.38,1,0
2021-12-19T17:26:12Z,NaN,2,0
2021-12-19T17:30:09Z,1.26,1,0
2021-12-19T17:30:12Z,NaN,2,0
2021-12-19T17:34:09Z,1.25,1,0
2021-12-19T17:34:12Z,NaN,2,0
2021-12-19T17:38:09Z,1.17,1,0
2021-12-19T17:38:12Z,NaN,2,0
2021-12-19T17:42:09Z,1.08,1,0
2021-12-19T17:42:12Z,NaN,2,0
2021-12-19T17:46:09Z,1.04,1,0
2021-12-19T17:46:12Z,NaN,2,0
2021-12-19T17:50:09Z,1.01,1,0
2021-12-19T17:50:12Z,NaN,2,0
2021-12-19T17:54:09Z,0.93,1,0
2021-12-19T17:54:12Z,NaN,2,0
2021-12-19T17:58:09Z,0.91,1,0
2021-12-19T17:58:12Z,NaN,2,0
2021-12-19T18:02:09Z,0.85,1,0
2021-12-19T18:02:12Z,NaN,2,0
2021-12-19T18:06:09Z,0.84,1,0
2021-12-19T18:06:12Z,NaN,2,0
2021-12-19T18:10:09Z,0.87,1,0
2021-12-19T18:10:12Z,NaN,2,0
2021-12-19T18:14:09Z,0.81,1,0
2021-12-19T18:14:12Z,NaN,2,0
2021-12-19T18:18:09Z,0.79,1,0
2021-12-19T18:18:12Z,NaN,2,0
2021-12-19T18:22:09Z,0.77,1,0
2021-12-19T18:22:12Z,NaN,2,0
2021-12-19T18:26:09Z,0.8,1,0
2021-12-19T18:26:12Z,NaN,2,0
2021-12-19T18:30:09Z,0.72,1,0
2021-12-19T18:30:12Z,NaN,2,0
2021-12-19T18:34:09Z,0.7,1,0
2021-12-19T18:34:12Z,NaN,2,0
2021-12-19T18:38:09Z,0.67,1,0
2021-12-19T18:38:12Z,NaN,2,0
2021-12-19T18:42:09Z,0.65,1,0
2021-12-19T18:42:12Z,NaN,2,0
2021-12-19T18:46:09Z,0.74,1,0
2021-12-19T18:46:12Z,NaN,2,0
2021-12-19T18:50:09Z,0.74,1,0
2021-12-19T18:50:12Z,NaN,2,0
2021-12-19T18:54:09Z,0.73,1,0
2021-12-19T18:54:12Z,NaN,2,0
2021-12-19T18:58:09Z,0.7,1,0
2021-12-19T18:58:12Z,NaN,2,0
2021-12-19T19:02:09Z,0.7,1,0
2021-12-19T19:02:12Z,NaN,2,0
2021-12-19T19:06:09Z,0.73,1,0
2021-12-19T19:06:12Z,NaN,2,0
2021-12-19T19:10:09Z,0.72,1,0
2021-12-19T19:10:12Z,NaN,2,0
2021-12-19T19:14:09Z,0.7,1,0
2021-12-19T19:14:12Z,NaN,2,0
2021-12-19T19:18:09Z,0.73,1,0
2021-12-19T19:18:12Z,NaN,2,0
2021-12-19T19:22:09Z,0.77,1,0
2021-12-19T19:22:12Z,NaN,2,0
