#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2021 04 10 09 26 999 99.0 99.0  1.58  7.69  6.67 276 9999.0 999.0  15.8 999.0 99.0 99.00
2021 04 10 09 56 999 99.0 99.0  1.51  7.14  6.53 279 9999.0 999.0  15.7 999.0 99.0 99.00
2021 04 10 10 26 999 99.0 99.0  1.66  7.14  6.69 281 9999.0 999.0  15.8 999.0 99.0 99.00
2021 04 10 10 56 999 99.0 99.0  1.60  8.33  6.76 276 9999.0 999.0  15.8 999.0 99.0 99.00
2021 04 10 11 26 999 99.0 99.0  1.65  7.69  6.67 282 9999.0 999.0  15.8 999.0 99.0 99.00
2021 04 10 11 56 999 99.0 99.0  1.69  7.69  6.78 281 9999.0 999.0  15.9 999.0 99.0 99.00
2021 04 10 12 26 999 99.0 99.0  1.72  8.33  6.83 282 9999.0 999.0  15.8 999.0 99.0 99.00
2021 04 10 12 56 999 99.0 99.0  1.71  8.33  6.85 281 9999.0 999.0  15.7 999.0 99.0 99.00
2021 04 10 13 26 999 99.0 99.0  1.70  8.33  6.81 279 9999.0 999.0  15.6 999.0 99.0 99.00
2021 04 10 13 56 999 99.0 99.0  1.72  7.69  6.89 282 9999.0 999.0  15.7 999.0 99.0 99.00
2021 04 10 14 26 999 99.0 99.0  1.42  7.14  6.71 281 9999.0 999.0  15.7 999.0 99.0 99.00
2021 04 10 14 56 999 99.0 99.0  1.52  7.69  6.70 279 9999.0 999.0  15.8 999.0 99.0 99.00
2021 04 10 15 26 999 99.0 99.0  1.70  8.33  6.84 279 9999.0 999.0  15.8 999.0 99.0 99.00
2021 04 10 15 56 999 99.0 99.0  1.65  8.33  6.74 276 9999.0 999.0  15.9 999.0 99.0 99.00
2021 04 10 16 26 999 99.0 99.0  1.48  7.69  6.57 279 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 10 16 56 999 99.0 99.0  1.66  7.69  6.72 278 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 10 17 26 999 99.0 99.0  1.56  7.69  6.56 276 9999.0 999.0  16.2 999.0 99.0 99.00
2021 04 10 17 56 999 99.0 99.0  1.62  7.14  6.74 281 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 10 18 26 999 99.0 99.0  1.54  7.14  6.46 279 9999.0 999.0  16.6 999.0 99.0 99.00
2021 04 10 18 56 999 99.0 99.0  1.46  7.69  6.30 278 9999.0 999.0  16.8 999.0 99.0 99.00
2021 04 10 19 26 999 99.0 99.0  1.64  7.69  6.41 275 9999.0 999.0  16.8 999.0 99.0 99.00
2021 04 10 19 56 999 99.0 99.0  1.60  7.69  6.42 278 9999.0 999.0  17.0 999.0 99.0 99.00
2021 04 10 20 26 999 99.0 99.0  1.61  7.14  6.25 279 9999.0 999.0  17.0 999.0 99.0 99.00
2021 04 10 20 56 999 99.0 99.0  1.50  7.69  6.23 275 9999.0 999.0  17.1 999.0 99.0 99.00
2021 04 10 21 26 999 99.0 99.0  1.58  7.69  6.27 275 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 10 21 56 999 99.0 99.0  1.69  7.69  6.29 275 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 10 22 26 999 99.0 99.0  1.60  7.69  6.04 275 9999.0 999.0  17.1 999.0 99.0 99.00
2021 04 10 22 56 999 99.0 99.0  1.48  8.33  5.93 275 9999.0 999.0  17.1 999.0 99.0 99.00
2021 04 10 23 26 999 99.0 99.0  1.54  7.69  5.91 279 9999.0 999.0  17.0 999.0 99.0 99.00
2021 04 10 23 56 999 99.0 99.0  1.55  6.67  5.92 282 9999.0 999.0  16.9 999.0 99.0 99.00
2021 04 11 00 26 999 99.0 99.0  1.58  7.14  5.90 274 9999.0 999.0  16.8 999.0 99.0 99.00
2021 04 11 00 56 999 99.0 99.0  1.47  7.69  5.88 274 9999.0 999.0  16.8 999.0 99.0 99.00
2021 04 11 01 26 999 99.0 99.0  1.47  7.14  5.87 276 9999.0 999.0  16.7 999.0 99.0 99.00
2021 04 11 01 56 999 99.0 99.0  1.38  7.14  5.93 275 9999.0 999.0  16.6 999.0 99.0 99.00
2021 04 11 02 26 999 99.0 99.0  1.46  7.14  6.21 275 9999.0 999.0  16.5 999.0 99.0 99.00
2021 04 11 02 56 999 99.0 99.0  1.45  8.33  6.27 272 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 11 03 26 999 99.0 99.0  1.37  6.25  6.06 281 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 11 03 56 999 99.0 99.0  1.39  7.14  6.13 278 9999.0 999.0  16.2 999.0 99.0 99.00
2021 04 11 04 26 999 99.0 99.0  1.31  8.33  6.19 278 9999.0 999.0  16.2 999.0 99.0 99.00
2021 04 11 04 56 999 99.0 99.0  1.48  7.69  6.53 275 9999.0 999.0  16.2 999.0 99.0 99.00
2021 04 11 05 26 999 99.0 99.0  1.49  7.14  6.48 279 9999.0 999.0  16.1 999.0 99.0 99.00
2021 04 11 05 56 999 99.0 99.0  1.38  7.14  6.25 279 9999.0 999.0  16.1 999.0 99.0 99.00
2021 04 11 06 26 999 99.0 99.0  1.42  7.69  6.25 281 9999.0 999.0  16.1 999.0 99.0 99.00
2021 04 11 06 56 999 99.0 99.0  1.33  7.69  6.13 275 9999.0 999.0  16.1 999.0 99.0 99.00
2021 04 11 07 26 999 99.0 99.0  1.42  7.14  5.99 276 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 11 07 56 999 99.0 99.0  1.39  7.69  6.18 276 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 11 08 26 999 99.0 99.0  1.48  7.14  6.13 281 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 11 08 56 999 99.0 99.0  1.46  6.67  6.31 281 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 11 09 26 999 99.0 99.0  1.42  7.69  6.36 283 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 11 09 56 999 99.0 99.0  1.56  7.14  6.48 278 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 11 10 26 999 99.0 99.0  1.39  8.33  6.40 272 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 11 10 56 999 99.0 99.0  1.33  7.14  6.27 276 9999.0 999.0  16.1 999.0 99.0 99.00
2021 04 11 11 26 999 99.0 99.0  1.24  7.14  6.30 276 9999.0 999.0  16.1 999.0 99.0 99.00
2021 04 11 11 56 999 99.0 99.0  1.13  7.14  6.14 274 9999.0 999.0  16.2 999.0 99.0 99.00
2021 04 11 12 26 999 99.0 99.0  1.05  6.67  6.00 278 9999.0 999.0  16.2 999.0 99.0 99.00
2021 04 11 12 56 999 99.0 99.0  1.06  6.25  6.03 279 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 11 13 26 999 99.0 99.0  0.99  6.67  6.14 274 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 11 13 56 999 99.0 99.0  0.98  6.67  6.41 279 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 11 14 26 999 99.0 99.0  0.94  7.69  6.49 281 9999.0 999.0  16.5 999.0 99.0 99.00
2021 04 11 14 56 999 99.0 99.0  0.97  8.33  6.70 275 9999.0 999.0  16.5 999.0 99.0 99.00
2021 04 11 15 26 999 99.0 99.0  0.98  6.67  6.70 281 9999.0 999.0  16.5 999.0 99.0 99.00
2021 04 11 15 56 999 99.0 99.0  0.94  8.33  6.82 274 9999.0 999.0  16.6 999.0 99.0 99.00
2021 04 11 16 26 999 99.0 99.0  1.03  7.14  7.04 274 9999.0 999.0  16.7 999.0 99.0 99.00
2021 04 11 16 56 999 99.0 99.0  1.05  7.14  6.79 274 9999.0 999.0  16.8 999.0 99.0 99.00
2021 04 11 17 26 999 99.0 99.0  1.05  8.33  6.84 274 9999.0 999.0  16.9 999.0 99.0 99.00
2021 04 11 17 56 999 99.0 99.0  1.09  7.69  6.54 278 9999.0 999.0  17.0 999.0 99.0 99.00
2021 04 11 18 26 999 99.0 99.0  1.12  7.69  6.68 275 9999.0 999.0  17.1 999.0 99.0 99.00
2021 04 11 18 56 999 99.0 99.0  1.15  7.69  6.66 278 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 11 19 26 999 99.0 99.0  1.14  9.09  6.54 278 9999.0 999.0  17.4 999.0 99.0 99.00
2021 04 11 19 56 999 99.0 99.0  1.13  7.14  6.15 278 9999.0 999.0  17.6 999.0 99.0 99.00
2021 04 11 20 26 999 99.0 99.0  1.13  6.67  6.23 276 9999.0 999.0  17.7 999.0 99.0 99.00
2021 04 11 20 56 999 99.0 99.0  1.10  7.69  6.16 279 9999.0 999.0  18.0 999.0 99.0 99.00
2021 04 11 21 26 999 99.0 99.0  1.17  9.09  6.44 290 9999.0 999.0  18.1 999.0 99.0 99.00
2021 04 11 21 56 999 99.0 99.0  1.09  8.33  6.21 286 9999.0 999.0  18.5 999.0 99.0 99.00
2021 04 11 22 26 999 99.0 99.0  1.06  8.33  6.05 289 9999.0 999.0  18.9 999.0 99.0 99.00
2021 04 11 22 56 999 99.0 99.0  1.07  8.33  6.05 279 9999.0 999.0  19.0 999.0 99.0 99.00
2021 04 11 23 26 999 99.0 99.0  0.99  7.14  5.92 278 9999.0 999.0  18.9 999.0 99.0 99.00
2021 04 11 23 56 999 99.0 99.0  1.03  8.33  6.13 274 9999.0 999.0  18.5 999.0 99.0 99.00
2021 04 12 00 26 999 99.0 99.0  0.98  7.14  5.87 282 9999.0 999.0  18.4 999.0 99.0 99.00
2021 04 12 00 56 999 99.0 99.0  0.91  7.69  5.65 282 9999.0 999.0  18.3 999.0 99.0 99.00
2021 04 12 01 26 999 99.0 99.0  0.99  7.14  5.77 288 9999.0 999.0  18.1 999.0 99.0 99.00
2021 04 12 01 56 999 99.0 99.0  0.98  7.14  5.74 285 9999.0 999.0  18.0 999.0 99.0 99.00
2021 04 12 02 26 999 99.0 99.0  1.04  7.69  5.90 278 9999.0 999.0  17.4 999.0 99.0 99.00
2021 04 12 02 56 999 99.0 99.0  1.05  8.33  6.22 271 9999.0 999.0  17.4 999.0 99.0 99.00
2021 04 12 03 26 999 99.0 99.0  1.08  7.69  6.23 275 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 12 03 56 999 99.0 99.0  1.02  7.14  6.03 281 9999.0 999.0  17.1 999.0 99.0 99.00
2021 04 12 04 26 999 99.0 99.0  1.07  7.69  6.44 274 9999.0 999.0  16.9 999.0 99.0 99.00
2021 04 12 04 56 999 99.0 99.0  1.13  8.33  6.77 274 9999.0 999.0  16.8 999.0 99.0 99.00
2021 04 12 05 26 999 99.0 99.0  1.02  7.14  6.42 275 9999.0 999.0  16.7 999.0 99.0 99.00
2021 04 12 05 56 999 99.0 99.0  1.10  7.14  6.41 271 9999.0 999.0  16.7 999.0 99.0 99.00
2021 04 12 06 26 999 99.0 99.0  1.12  6.67  6.03 271 9999.0 999.0  16.7 999.0 99.0 99.00
2021 04 12 06 56 999 99.0 99.0  1.15  7.14  5.93 271 9999.0 999.0  16.8 999.0 99.0 99.00
2021 04 12 07 26 999 99.0 99.0  1.22  7.14  5.92 279 9999.0 999.0  16.8 999.0 99.0 99.00
2021 04 12 07 56 999 99.0 99.0  1.15  7.14  5.90 275 9999.0 999.0  16.7 999.0 99.0 99.00
2021 04 12 08 26 999 99.0 99.0  1.22  7.14  5.80 279 9999.0 999.0  16.9 999.0 99.0 99.00
2021 04 12 08 56 999 99.0 99.0  1.20  7.69  5.93 281 9999.0 999.0  17.1 999.0 99.0 99.00
2021 04 12 09 26 999 99.0 99.0  1.06  7.69  5.86 281 9999.0 999.0  17.3 999.0 99.0 99.00
2021 04 12 09 56 999 99.0 99.0  1.04  6.25  5.64 279 9999.0 999.0  17.4 999.0 99.0 99.00
2021 04 12 10 26 999 99.0 99.0  0.94  6.67  5.66 279 9999.0 999.0  17.3 999.0 99.0 99.00
2021 04 12 10 56 999 99.0 99.0  0.94  5.88  5.70 281 9999.0 999.0  17.3 999.0 99.0 99.00
2021 04 12 11 26 999 99.0 99.0  0.96  7.14  5.71 279 9999.0 999.0  17.3 999.0 99.0 99.00
2021 04 12 11 56 999 99.0 99.0  0.90  7.69  5.71 283 9999.0 999.0  17.3 999.0 99.0 99.00
2021 04 12 12 26 999 99.0 99.0  0.91  9.09  5.57 269 9999.0 999.0  17.3 999.0 99.0 99.00
2021 04 12 12 56 999 99.0 99.0  0.97  9.09  5.60 275 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 12 13 26 999 99.0 99.0  0.94  6.67  5.56 274 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 12 13 56 999 99.0 99.0  0.95  9.09  5.77 274 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 12 14 26 999 99.0 99.0  0.91  8.33  5.71 272 9999.0 999.0  17.1 999.0 99.0 99.00
2021 04 12 14 56 999 99.0 99.0  1.01  8.33  5.93 272 9999.0 999.0  17.1 999.0 99.0 99.00
2021 04 12 15 26 999 99.0 99.0  0.93  8.33  6.03 272 9999.0 999.0  17.1 999.0 99.0 99.00
2021 04 12 15 56 999 99.0 99.0  0.90  9.09  6.05 272 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 12 16 26 999 99.0 99.0  0.89  7.69  6.28 282 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 12 16 56 999 99.0 99.0  0.87  9.09  6.29 275 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 12 17 26 999 99.0 99.0  0.93  8.33  6.49 276 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 12 17 56 999 99.0 99.0  0.91  8.33  6.30 271 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 12 18 26 999 99.0 99.0  0.87  7.69  6.23 281 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 12 18 56 999 99.0 99.0  0.93  7.69  6.20 278 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 12 19 26 999 99.0 99.0  0.92  7.69  6.32 279 9999.0 999.0  17.3 999.0 99.0 99.00
2021 04 12 19 56 999 99.0 99.0  0.92  7.69  6.46 271 9999.0 999.0  17.4 999.0 99.0 99.00
2021 04 12 20 26 999 99.0 99.0  0.90  8.33  6.37 276 9999.0 999.0  17.4 999.0 99.0 99.00
2021 04 12 20 56 999 99.0 99.0  0.93  7.14  6.26 275 9999.0 999.0  17.5 999.0 99.0 99.00
2021 04 12 21 26 999 99.0 99.0  0.87  7.14  6.02 281 9999.0 999.0  17.5 999.0 99.0 99.00
2021 04 12 21 56 999 99.0 99.0  0.85  7.14  5.98 279 9999.0 999.0  17.5 999.0 99.0 99.00
2021 04 12 22 26 999 99.0 99.0  0.76  5.88  5.76 281 9999.0 999.0  17.5 999.0 99.0 99.00
2021 04 12 22 56 999 99.0 99.0  0.76 16.67  5.84 172 9999.0 999.0  17.5 999.0 99.0 99.00
2021 04 12 23 26 999 99.0 99.0  0.76 16.67  5.83 191 9999.0 999.0  17.5 999.0 99.0 99.00
2021 04 12 23 56 999 99.0 99.0  0.71  9.09  5.67 271 9999.0 999.0  17.5 999.0 99.0 99.00
2021 04 13 00 26 999 99.0 99.0  0.70  5.88  5.53 278 9999.0 999.0  17.4 999.0 99.0 99.00
2021 04 13 00 56 999 99.0 99.0  0.70 11.76  5.28 243 9999.0 999.0  17.4 999.0 99.0 99.00
2021 04 13 01 26 999 99.0 99.0  0.75 11.76  5.35 230 9999.0 999.0  17.3 999.0 99.0 99.00
2021 04 13 01 56 999 99.0 99.0  0.79  8.33  4.92 267 9999.0 999.0  17.3 999.0 99.0 99.00
2021 04 13 02 26 999 99.0 99.0  0.84 10.53  4.92 269 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 13 02 56 999 99.0 99.0  0.89  7.14  4.93 271 9999.0 999.0  17.1 999.0 99.0 99.00
2021 04 13 03 26 999 99.0 99.0  0.89 11.76  4.72 229 9999.0 999.0  16.9 999.0 99.0 99.00
2021 04 13 03 56 999 99.0 99.0  0.96  6.67  4.80 271 9999.0 999.0  16.7 999.0 99.0 99.00
2021 04 13 04 26 999 99.0 99.0  0.92  7.69  5.04 269 9999.0 999.0  16.6 999.0 99.0 99.00
2021 04 13 04 56 999 99.0 99.0  0.99  6.25  5.45 275 9999.0 999.0  16.5 999.0 99.0 99.00
2021 04 13 05 26 999 99.0 99.0  0.95  7.14  5.28 268 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 13 05 56 999 99.0 99.0  1.00  6.25  5.27 278 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 13 06 26 999 99.0 99.0  1.03  6.25  5.28 278 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 13 06 56 999 99.0 99.0  1.01  7.14  5.50 274 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 13 07 26 999 99.0 99.0  0.99  8.33  5.43 268 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 13 07 56 999 99.0 99.0  0.99  5.88  5.54 271 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 13 08 26 999 99.0 99.0  0.99  7.14  5.67 272 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 13 08 56 999 99.0 99.0  0.95  6.67  5.59 272 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 13 09 26 999 99.0 99.0  0.88  6.67  5.47 274 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 13 09 56 999 99.0 99.0  0.94  6.67  5.71 274 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 13 10 26 999 99.0 99.0  0.91  6.25  5.71 275 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 13 10 56 999 99.0 99.0  0.90  5.88  5.66 281 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 13 11 26 999 99.0 99.0  0.90  6.25  5.78 275 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 13 11 56 999 99.0 99.0  0.91  5.56  5.71 285 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 13 12 26 999 99.0 99.0  0.84  7.14  5.79 272 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 13 12 56 999 99.0 99.0  0.85  6.25  5.76 278 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 13 13 26 999 99.0 99.0  0.86  7.14  5.98 272 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 13 13 56 999 99.0 99.0  0.84  6.67  5.85 275 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 13 14 26 999 99.0 99.0  0.87  6.67  6.05 278 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 13 14 56 999 99.0 99.0  0.92  7.69  5.95 274 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 13 15 26 999 99.0 99.0  0.87  6.67  5.85 275 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 13 19 26 999 99.0 99.0  0.86  5.88  6.10 285 9999.0 999.0  16.9 999.0 99.0 99.00
2021 04 13 19 56 999 99.0 99.0  0.89  5.88  6.21 282 9999.0 999.0  17.1 999.0 99.0 99.00
2021 04 13 20 26 999 99.0 99.0  0.91  6.25  6.24 276 9999.0 999.0  17.0 999.0 99.0 99.00
2021 04 13 20 56 999 99.0 99.0  0.86  6.67  5.76 274 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 13 21 26 999 99.0 99.0  0.83  6.67  5.46 283 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 13 21 56 999 99.0 99.0  0.83  6.25  5.50 278 9999.0 999.0  17.3 999.0 99.0 99.00
2021 04 13 22 26 999 99.0 99.0  0.79  6.67  5.70 276 9999.0 999.0  17.3 999.0 99.0 99.00
2021 04 13 22 56 999 99.0 99.0  0.80 15.38  5.33 186 9999.0 999.0  17.3 999.0 99.0 99.00
2021 04 13 23 26 999 99.0 99.0  0.86  6.25  4.71 275 9999.0 999.0  17.1 999.0 99.0 99.00
2021 04 13 23 56 999 99.0 99.0  0.88  7.69  4.95 282 9999.0 999.0  17.0 999.0 99.0 99.00
2021 04 14 00 26 999 99.0 99.0  0.80 12.50  4.86 200 9999.0 999.0  17.4 999.0 99.0 99.00
2021 04 14 00 56 999 99.0 99.0  0.83  7.14  5.05 278 9999.0 999.0  17.4 999.0 99.0 99.00
2021 04 14 01 26 999 99.0 99.0  0.85 11.11  5.04 252 9999.0 999.0  17.2 999.0 99.0 99.00
2021 04 14 01 56 999 99.0 99.0  0.80 12.50  4.87 191 9999.0 999.0  17.1 999.0 99.0 99.00
2021 04 14 02 26 999 99.0 99.0  0.87 10.53  4.94 258 9999.0 999.0  16.8 999.0 99.0 99.00
2021 04 14 02 56 999 99.0 99.0  0.88  9.09  4.94 271 9999.0 999.0  16.7 999.0 99.0 99.00
2021 04 14 03 26 999 99.0 99.0  0.89 15.38  4.89 170 9999.0 999.0  16.5 999.0 99.0 99.00
2021 04 14 03 56 999 99.0 99.0  0.90  7.69  4.74 271 9999.0 999.0  16.5 999.0 99.0 99.00
2021 04 14 04 26 999 99.0 99.0  0.93  7.14  4.94 274 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 14 04 56 999 99.0 99.0  0.91  8.33  4.85 271 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 14 05 26 999 99.0 99.0  0.94  7.69  5.19 272 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 14 05 56 999 99.0 99.0  0.98  6.25  5.13 275 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 14 06 26 999 99.0 99.0  0.99  7.14  5.22 274 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 14 06 56 999 99.0 99.0  1.01  7.14  5.50 275 9999.0 999.0  16.2 999.0 99.0 99.00
2021 04 14 07 26 999 99.0 99.0  0.96  7.14  5.48 275 9999.0 999.0  16.2 999.0 99.0 99.00
2021 04 14 07 56 999 99.0 99.0  0.98  6.67  5.65 275 9999.0 999.0  16.2 999.0 99.0 99.00
2021 04 14 08 26 999 99.0 99.0  1.01  6.67  5.45 272 9999.0 999.0  16.2 999.0 99.0 99.00
2021 04 14 08 56 999 99.0 99.0  1.04  7.14  5.51 276 9999.0 999.0  16.2 999.0 99.0 99.00
2021 04 14 09 26 999 99.0 99.0  1.09  5.88  5.48 276 9999.0 999.0  16.1 999.0 99.0 99.00
2021 04 14 09 56 999 99.0 99.0  1.17  5.88  5.40 276 9999.0 999.0  16.1 999.0 99.0 99.00
2021 04 14 10 26 999 99.0 99.0  1.17  6.25  5.37 274 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 14 10 56 999 99.0 99.0  1.20  6.67  5.29 276 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 14 11 26 999 99.0 99.0  1.16  5.88  5.03 278 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 14 11 56 999 99.0 99.0  1.28  5.88  5.28 288 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 14 12 26 999 99.0 99.0  1.15  5.88  5.15 275 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 14 12 56 999 99.0 99.0  1.09  6.25  5.06 281 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 14 13 26 999 99.0 99.0  1.10  5.56  5.11 281 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 14 13 56 999 99.0 99.0  0.97  5.88  5.04 289 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 14 14 26 999 99.0 99.0  1.05  6.25  5.28 281 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 14 14 56 999 99.0 99.0  0.96  6.67  5.37 274 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 14 15 26 999 99.0 99.0  0.98  7.14  5.49 271 9999.0 999.0  16.0 999.0 99.0 99.00
2021 04 14 15 56 999 99.0 99.0  0.99  6.67  5.70 275 9999.0 999.0  16.1 999.0 99.0 99.00
2021 04 14 16 26 999 99.0 99.0  1.01  6.67  5.74 269 9999.0 999.0  16.1 999.0 99.0 99.00
2021 04 14 16 56 999 99.0 99.0  1.02  7.14  5.74 271 9999.0 999.0  16.2 999.0 99.0 99.00
2021 04 14 17 26 999 99.0 99.0  1.02  7.14  6.01 271 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 14 17 56 999 99.0 99.0  1.00  7.14  6.00 278 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 14 18 26 999 99.0 99.0  0.96  7.14  5.94 275 9999.0 999.0  16.6 999.0 99.0 99.00
2021 04 14 18 56 999 99.0 99.0  0.97  6.25  5.92 276 9999.0 999.0  16.8 999.0 99.0 99.00
2021 04 14 20 26 999 99.0 99.0  0.97  6.67  5.79 281 9999.0 999.0  16.9 999.0 99.0 99.00
2021 04 14 20 56 999 99.0 99.0  0.88  6.25  5.72 274 9999.0 999.0  17.0 999.0 99.0 99.00
2021 04 14 21 26 999 99.0 99.0  0.93  6.25  5.62 272 9999.0 999.0  16.7 999.0 99.0 99.00
2021 04 14 21 56 999 99.0 99.0  0.94  5.88  5.59 279 9999.0 999.0  17.0 999.0 99.0 99.00
2021 04 14 22 26 999 99.0 99.0  0.89  5.88  5.34 274 9999.0 999.0  17.0 999.0 99.0 99.00
2021 04 14 22 56 999 99.0 99.0  0.85 15.38  5.39 188 9999.0 999.0  16.9 999.0 99.0 99.00
2021 04 14 23 26 999 99.0 99.0  0.88 16.67  5.09 220 9999.0 999.0  16.9 999.0 99.0 99.00
2021 04 14 23 56 999 99.0 99.0  0.89 18.18  4.90 223 9999.0 999.0  16.8 999.0 99.0 99.00
2021 04 15 00 26 999 99.0 99.0  0.87  5.88  4.73 276 9999.0 999.0  16.8 999.0 99.0 99.00
2021 04 15 00 56 999 99.0 99.0  0.89  6.25  4.53 278 9999.0 999.0  16.8 999.0 99.0 99.00
2021 04 15 01 26 999 99.0 99.0  0.90 15.38  4.58 209 9999.0 999.0  16.6 999.0 99.0 99.00
2021 04 15 01 56 999 99.0 99.0  0.94 16.67  4.64 206 9999.0 999.0  16.5 999.0 99.0 99.00
2021 04 15 02 26 999 99.0 99.0  0.86 16.67  4.70 223 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 15 02 56 999 99.0 99.0  0.88 15.38  4.90 230 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 15 03 26 999 99.0 99.0  0.90 16.67  5.22 203 9999.0 999.0  16.4 999.0 99.0 99.00
2021 04 15 03 56 999 99.0 99.0  0.88 16.67  5.35 244 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 15 04 26 999 99.0 99.0  0.88 16.67  5.48 199 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 15 04 56 999 99.0 99.0  0.88  6.25  5.41 271 9999.0 999.0  16.2 999.0 99.0 99.00
2021 04 15 05 26 999 99.0 99.0  0.89 16.67  5.60 220 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 15 05 56 999 99.0 99.0  0.94 16.67  5.91 217 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 15 06 26 999 99.0 99.0  0.91  5.56  5.66 282 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 15 06 56 999 99.0 99.0  0.94  5.56  5.72 281 9999.0 999.0  16.3 999.0 99.0 99.00
2021 04 15 07 26 999 99.0 99.0  0.96  5.88  5.96 275 9999.0 999.0  16.2 999.0 99.0 99.00
2021 04 15 07 56 999 99.0 99.0  1.04  6.25  5.81 279 9999.0 999.0  16.2 999.0 99.0 99.00
2021 04 15 08 26 999 99.0 99.0  1.11  5.56  5.77 279 9999.0 999.0  16.2 999.0 99.0 99.00
2021 04 15 08 56 999 99.0 99.0  1.10  5.88  5.88 282 9999.0 999.0  16.2 999.0 99.0 99.00
